구,법정동,상세업무구분명,사업장명,위도,경도
송파구,오금동,애견미용,루시몽,37.5022103,127.1331936
서대문구,홍은동,애견미용,루이애견,37.60114661,126.9464183
노원구,공릉동,펫호텔,루프독 1027,37.6218262,127.0709946
노원구,상계동,애견미용,루피네,37.67774571,127.0515938
강남구,논현동,애견미용,루피살롱,37.50554401,127.0223414
양천구,신정동,동물병원,리더스 동물병원,37.52166145,126.8713586
강북구,수유동,애견미용,리독,37.63380413,127.0126102
양천구,목동,동물병원,리베동물메디컬센터,37.52516048,126.8653351
양천구,목동,애견미용,리베애견,37.52516048,126.8653351
양천구,신정동,펫호텔,리본반려견 유치원,37.52813932,126.8559149
양천구,신월동,펫호텔,리브독(LeavDog),37.52948605,126.8301307
도봉구,방학동,펫택시,리빠브릭(LIFFABRIC),37.66102265,127.0268201
송파구,잠실동,동물병원,리센츠 스타 동물병원,37.51199361,127.0841358
송파구,잠실동,애견미용,리센츠 스타동물병원,37.51199361,127.0841358
송파구,신천동,동물병원,리오동물병원,37.52053656,127.1032609
서초구,잠원동,동물병원,리즈동물병원,37.52131835,127.0122405
강북구,미아동,애견미용,리즈애견미용,37.61529526,127.0308664
강남구,삼성동,애견미용,릴리줄리살롱,37.51409697,127.0458151
양천구,목동,펫호텔,립독,37.54114099,126.8659014
서대문구,북아현,동물병원,링크동물의료센터,37.55720951,126.9463786
서대문구,북아현,애견미용,링크애견샵,37.55720951,126.9463786
강서구,방화동,동물병원,마곡M동물의료센터,37.56861264,126.8134565
강서구,마곡동,동물병원,마곡나무 동물병원,37.55932765,126.8172881
강남구,세곡동,동물병원,마더스동물병원,37.46578196,127.0983012
송파구,거여동,동물병원,마루동물병원,37.48998352,127.1418664
마포구,동교동,동물병원,마리동물병원,37.55800928,126.9251989
강동구,암사동,동물병원,마리스동물의료센터,37.55406414,127.1263432
중랑구,중화동,애견미용,마리앤독,37.60422336,127.0746472
송파구,오금동,애견미용,마마독,37.49925729,127.1340152
송파구,송파동,애견미용,마벨떼떼,37.50472382,127.1157851
강남구,역삼동,애견미용,마스터그루밍클럽,37.49480534,127.0403315
강서구,내발산,동물병원,마음사랑 동물병원,37.55345365,126.8235725
강서구,내발산,애견미용,마음사랑동물병원,37.55345365,126.8235725
서대문구,북아현,동물병원,마음을 나누는 동물병원,37.55782681,126.9524788
서대문구,북아현,애견미용,마음을나누는동물병원,37.55782681,126.9524788
강남구,역삼동,애견미용,마이 뷰티 독,37.4999206,127.0376272
강서구,화곡동,펫택시,마이댕댕스쿨,37.54537287,126.8441746
성북구,석관동,애견미용,마이도그(My Dog),37.60614887,127.0585543
송파구,잠실동,애견미용,마이독그루밍,37.50318217,127.081448
강남구,논현동,애견미용,마이리틀프렌드 강남점,37.51128352,127.0209878
송파구,송파동,애견미용,마이멍,37.50408277,127.1109833
성북구,길음동,애견미용,마이뷰티독,37.6124243,127.0243745
광진구,군자동,애견미용,마이아지트,37.54881655,127.0665149
양천구,신월동,애견미용,마이티 그루밍,37.51901896,126.8412356
동대문구,휘경동,애견미용,마이티 그루밍(동대문점),37.58234237,127.0662108
강북구,수유동,애견미용,마이티그루밍,37.63683831,127.0204299
중구,신당동,애견미용,마이티그루밍 약수점,37.55207404,127.005146
강남구,삼성동,동물병원,마이펫동물의료센터,37.51254812,127.0502698
서초구,반포동,애견미용,마이펫스토리 (MY PET STORY),37.49745235,126.9977953
강북구,번동,동물병원,마인동물의료센터,37.63525748,127.0256543
은평구,진관동,펫택시,마카롱티1 서울33자8309,37.64569517,126.9078591
은평구,진관동,펫택시,마카롱티1 서울33자8323,37.64569517,126.9078591
은평구,진관동,펫택시,마카롱티1 서울37바2441,37.64569517,126.9078591
은평구,진관동,펫택시,마카롱티1 서울37바2445,37.64569517,126.9078591
중랑구,중화동,애견미용,말랑말랑,37.60406857,127.0746073
강남구,신사동,펫호텔,말랑맨션,37.52333505,127.0284318
강서구,화곡동,펫택시,말순이네,37.54349194,126.8321348
마포구,성산동,애견미용,말희네,37.56746443,126.9080577
동대문구,신설동,동물병원,맑은 동물병원,37.57199843,127.021022
강서구,방화동,애견미용,맘즈펫부티끄,37.57890893,126.8123109
마포구,망원동,동물병원,망원동물종합병원,37.55483934,126.9079322
도봉구,쌍문동,애견미용,매이븐,37.65073592,127.0202123
강서구,화곡동,펫택시,매호,37.53155166,126.8431662
은평구,응암동,펫택시,맨즈펫,37.59745087,126.9176256
강남구,논현동,애견미용,머멍펫살롱(MuMung),37.51045964,127.0369124
송파구,마천동,애견미용,머무름 펫,37.49726445,127.145586
강남구,청담동,애견미용,멈미스,37.52163686,127.0543231
강서구,방화동,애견미용,멋지고 이쁜개,37.56798897,126.8090414
강서구,화곡동,펫택시,멍's,37.53636383,126.8569785
마포구,동교동,펫택시,멍고,37.55756147,126.9170191
강남구,논현동,애견미용,멍돌핀,37.50796413,127.0243521
송파구,문정동,애견미용,멍돌하우스,37.48861178,127.1212739
강서구,방화동,펫택시,멍마르뜨,37.5730558,126.8156128
강동구,암사동,애견미용,멍멍그루밍,37.55127334,127.1241355
마포구,서교동,애견미용,멍멍벅스,37.55208736,126.9177996
성동구,마장동,애견미용,멍멍살롱,37.56538368,127.0373035
관악구,신림동,애견미용,멍멍샵,37.47111703,126.9300526
용산구,보광동,애견미용,멍멍샾,37.52930832,126.9975657
강북구,수유동,펫호텔,멍멍슈퍼,37.637737,127.0195413
강남구,논현동,애견미용,멍멍스토리,37.5083319,127.0243292
금천구,독산동,애견미용,멍멍아놀자,37.46971648,126.8999158
강동구,천호동,펫호텔,멍멍이냥 강아지분양,37.54837143,127.12838
강동구,천호동,애견미용,멍멍이냥 애견미용,37.54837143,127.12838
강서구,화곡동,펫호텔,멍멍이다방,37.54042063,126.8320014
강북구,수유동,애견미용,멍멍이발소,37.63038935,127.0151149
동작구,노량진,펫택시,멍멍이와 야옹이 나들이,37.50742543,126.9422333
강동구,길동,애견미용,멍멍이집,37.5366557,127.1422876
중랑구,망우동,애견미용,멍멍이천국,37.60095749,127.1032248
서대문구,남가좌,애견미용,멍멍하우스,37.58210752,126.9210091
강동구,고덕동,애견미용,멍뭉네 이발관,37.55788672,127.1430838
광진구,구의동,애견미용,멍미,37.54164816,127.0868841
성북구,석관동,애견미용,멍미용,37.61377544,127.0599679
강서구,화곡동,애견미용,멍박사,37.55075624,126.8495549
강서구,화곡동,펫호텔,멍블랑,37.54713583,126.8430901
양천구,신월동,애견미용,멍스타일,37.53394175,126.8241465
강동구,길동,애견미용,멍스타일 (멍Style),37.54324691,127.142721
중랑구,신내동,펫호텔,멍스테이,37.60436267,127.0928253
강동구,성내동,펫택시,멍이 마켓,37.53175741,127.1337019
서대문구,북아현,애견미용,멍이랑몽이 미용,37.56273477,126.9527237
성북구,하월곡,펫택시,멍이요,37.60472066,127.0313885
동대문구,장안동,펫택시,멍이요 301가 1672,37.56459116,127.0657214
동대문구,답십리,펫택시,멍이요 58도 5164,37.57200945,127.0554152
도봉구,쌍문동,펫택시,멍이요 펫택시,37.65703948,127.0284323
송파구,가락동,펫호텔,멍찌네하우스,37.49520584,127.1236336
양천구,신월동,펫호텔,멍캉스,37.52769582,126.8300324
노원구,상계동,펫택시,멍타냥,37.6643258,127.0717647
서초구,방배동,펫택시,멍타냥 강남,37.49160435,126.9819481
도봉구,쌍문동,펫택시,멍타냥 도봉,37.65143394,127.0245326
강남구,신사동,펫택시,멍타냥택시,37.51818663,127.0177873
노원구,월계동,펫택시,멍타펫택시,37.63172958,127.0567962
강남구,역삼동,펫호텔,멍투게더,37.49362878,127.0325773
은평구,갈현동,애견미용,메디펫 동물병원,37.62198183,126.9166328
은평구,갈현동,동물병원,메디펫동물병원,37.62198183,126.9166328
서초구,방배동,펫호텔,메르시몬시앙,37.49637071,126.9803697
은평구,불광동,애견미용,메르시몽프레,37.62070658,126.9175555
강남구,역삼동,애견미용,메리펫살롱,37.49557907,127.0469204
강동구,암사동,애견미용,메이드독,37.54859077,127.1231595
광진구,구의동,애견미용,메이의 하루,37.54665538,127.0838509
서초구,방배동,애견미용,메이페어,37.48762809,126.987145
강동구,강일동,동물병원,메이플 동물의료센터,37.57238947,127.1722348
노원구,공릉동,동물병원,메인동물메디컬센터,37.62170973,127.0710331
중구,신당동,동물병원,메종동물병원,37.56349859,127.0130849
중랑구,면목동,애견미용,면목독,37.57683216,127.0824612
중랑구,면목동,동물병원,면목동물병원,37.58121542,127.0820119
구로구,개봉동,애견미용,명동물메디컬센터,37.50041022,126.8452418
서대문구,홍은동,애견미용,명지애견,37.5804813,126.9226543
서대문구,홍은동,애견미용,명품애견,37.59246709,126.9379766
강북구,미아동,동물병원,모네동물피부과,37.61891215,127.0265076
성동구,성수동,애견미용,모동모동,37.53882398,127.0421559
구로구,개봉동,동물병원,모두동물병원,37.49322251,126.8535305
강서구,등촌동,애견미용,모먼트인,37.55552396,126.8554127
은평구,역촌동,애견미용,모모펫,37.60578639,126.9135868
동대문구,용두동,애견미용,모이,37.57072762,127.0255588
관악구,신림동,애견미용,모찌애견샵,37.46645285,126.9345797
양천구,목동,동물병원,목동 동물병원,37.5366735,126.8769588
양천구,목동,애견미용,목동동물병원,37.5366735,126.8769588
마포구,신수동,애견미용,목욕하는 강아지,37.54684565,126.9347329
용산구,보광동,애견미용,목욕하는 고양이,37.52608117,126.9945705
송파구,문정동,펫호텔,몰리스 놀이터/호텔,37.47862641,127.1163851
서초구,반포동,애견미용,몰리스 펫 샵 센트럴시티점,37.50401757,127.0037116
서초구,방배동,동물병원,몽마르뜨 동물병원,37.49690595,126.9827523
양천구,신정동,펫호텔,몽몽,37.51956524,126.8539833
양천구,신정동,애견미용,몽몽바블펫#,37.51954475,126.8536876
송파구,잠실동,애견미용,몽몽이 미용실,37.51128661,127.095049
강서구,방화동,애견미용,몽몽이 펫뷰티,37.56505958,126.8001018
중랑구,면목동,애견미용,몽몽이#,37.59020914,127.0743888
성북구,정릉동,애견미용,몽몽이발소,37.61704653,127.0008045
관악구,신림동,애견미용,몽블레스,37.48834205,126.9242369
강남구,논현동,애견미용,몽셰리,37.51054181,127.0330554
은평구,진관동,애견미용,몽슈슈 강아지,37.63476338,126.9138304
성북구,정릉동,애견미용,몽슈슈펫,37.61445794,127.0047811
용산구,도원동,애견미용,몽스빌리지,37.53939704,126.9550295
중랑구,망우동,애견미용,몽스토리,37.59798576,127.0967647
양천구,목동,애견미용,몽스파목동점,37.53032777,126.8703865
은평구,신사동,애견미용,몽실몽실펫살롱,37.59676723,126.9062926
강서구,화곡동,애견미용,몽실묭실,37.53566848,126.8540386
도봉구,창동,애견미용,몽앤츄,37.65251184,127.0442477
노원구,상계동,애견미용,몽이펫,37.67412814,127.0496874
송파구,장지동,애견미용,몽크의 아뜰리에,37.47651908,127.1388649
송파구,문정동,애견미용,몽타운,37.48901431,127.1215875
금천구,시흥동,애견미용,몽하우스,37.44255567,126.9010872
강남구,삼성동,펫호텔,묘랑묘랑 강남점,37.51201828,127.0444443
강서구,화곡동,펫택시,묘한호텔,37.5294912,126.8417407
동대문구,답십리,애견미용,무브멍트,37.5758584,127.0521929
종로구,평창동,펫택시,무진펫,37.61171452,126.9706951
송파구,문정동,애견미용,문정탑 동물병원,37.4908616,127.1237852
송파구,문정동,동물병원,문정탑동물병원,37.4908616,127.1237852
강동구,천호동,애견미용,뭉스벨리,37.5374541,127.1255222
노원구,하계동,애견미용,뭉투샵,37.63663988,127.0710649
동대문구,장안동,애견미용,미니 앤 바니 애견샵,37.56852831,127.0659207
양천구,목동,동물병원,미니주동물병원,37.5480548,126.8649484
은평구,응암동,애견미용,미니펫,37.59692106,126.9161735
서초구,우면동,애견미용,미독스,37.45677016,127.0124813
강동구,명일동,애견미용,미드미 동물의료센터,37.54727725,127.1407825
강동구,명일동,동물병원,미드미동물의료센터,37.54727725,127.1407825
강남구,개포동,애견미용,미라클펫살롱,37.49418479,127.0723254
노원구,공릉동,동물병원,미래동물병원,37.62500559,127.0771819
중구,신당동,동물병원,미래지동물의료센터,37.55365329,127.0067605
은평구,갈현동,애견미용,미래펫미용,37.61377639,126.9094438
강서구,화곡동,애견미용,미로애견센터,37.5322193,126.8366519
서대문구,연희동,펫호텔,미미에토,37.57123019,126.9310966
종로구,효제동,애견미용,미션코리아,37.57267695,126.9993328
성북구,종암동,동물병원,미소동물병원,37.59838777,127.031463
강서구,화곡동,동물병원,미소동물의료센터,37.54489776,126.8339472
영등포구,영등포,애견미용,미소로 동물병원,37.52856041,126.9013231
영등포구,영등포,동물병원,미소로동물병원,37.52856041,126.9013231
강동구,길동,애견미용,미소펫,37.53988188,127.1382302
영등포구,도림동,펫호텔,미스터 토리,37.50708093,126.8988006
송파구,문정동,애견미용,미쓰멍,37.48240492,127.1246343
종로구,동숭동,펫카페,미어켓파크,37.58159065,126.9999211
은평구,증산동,애견미용,미용하는 강아지,37.58870984,126.9094093
양천구,신정동,애견미용,미용하숑,37.52406551,126.8526709
성동구,행당동,애견미용,미주 애견,37.5583678,127.0345291
영등포구,신길동,애견미용,민's 펫살롱,37.49636623,126.9083026
양천구,신월동,동물병원,민병철동물병원,37.53619206,126.8255553
용산구,산천동,동물병원,민트동물병원,37.53402784,126.9475185
양천구,신정동,동물병원,밀리언동물병원,37.52132443,126.8535747
동작구,대방동,애견미용,밀크펫살롱,37.5082194,126.9291769
용산구,용산동,애견미용,바다동물병원,37.52427448,126.9677947
용산구,용산동,동물병원,바다동물병원(Bada Animal Hospital),37.52427448,126.9677947
강남구,역삼동,애견미용,바둑아 사랑해,37.49758299,127.0282204
성동구,금호동,애견미용,바둑이 애견미용,37.54615861,127.0211533
성동구,하왕십,동물병원,바라봄동물병원,37.56533905,127.0219162
송파구,풍납동,애견미용,바람남 강아지,37.53385711,127.1160993
동대문구,이문동,애견미용,바론 동물의료센터,37.59848835,127.0590047
동대문구,이문동,동물병원,바론동물병원,37.59848835,127.0590047
동대문구,장안동,애견미용,바르다펫,37.58090325,127.067714
중랑구,중화동,애견미용,바르다펫 중화점,37.60134688,127.0773358
중구,황학동,동물병원,바른동물병원,37.56617154,127.0190193
송파구,오금동,애견미용,바비애견미용,37.50951874,127.1243271
강서구,화곡동,펫택시,바스독,37.55216811,126.8451226
강서구,화곡동,애견미용,바스독(BATH DOG),37.54438374,126.8345004
성동구,금호동,애견미용,바스멍,37.55454122,127.0180742
성북구,장위동,애견미용,바스인더썬,37.6173237,127.0449553
영등포구,영등포,펫호텔,바스텟,37.51962302,126.9049945
서대문구,연희동,애견미용,바오펫살롱,37.57540817,126.9333478
성동구,행당동,동물병원,바우라움동물병원,37.55714913,127.0372592
중구,신당동,동물병원,바우미우동물병원,37.55929266,127.009951
송파구,석촌동,펫호텔,바우홀릭 강아지고양이분양 잠실점,37.50105548,127.10699
성북구,석관동,펫택시,박대희 펫택시,37.61103909,127.0613532
강서구,내발산,동물병원,박동물병원,37.5554722,126.8340398
양천구,신월동,펫택시,박성기 펫택시,37.52369716,126.8414261
구로구,구로동,펫택시,박은성펫택시,37.4863679,126.874435
강남구,역삼동,펫택시,박정민 펫택시,37.49794672,127.0362185
마포구,도화동,동물병원,박창석종합동물병원,37.54150474,126.9474764
동대문구,장안동,애견미용,박철환 동물병원,37.57891552,127.0668028
동대문구,장안동,동물병원,박철환동물병원,37.57891552,127.0668028
강동구,성내동,동물병원,박형우동물병원,37.53220244,127.1186199
마포구,망원동,동물병원,박효리군 동물병원,37.55289728,126.9036551
마포구,망원동,애견미용,박효리군동물병원,37.55289728,126.9036551
서초구,방배동,동물병원,반려동물 의료센터 다울,37.48076802,126.9917135
강북구,수유동,펫택시,반려동물 이동서비스,37.63213101,127.0170653
서대문구,홍제동,애견미용,반려동물미용실 언니네,37.59384376,126.9471793
강남구,신사동,애견미용,반려동물생활연구소 압구정점,37.52436145,127.0205621
강남구,논현동,펫호텔,반려문화,37.51593791,127.030413
은평구,갈현동,펫택시,반려하다,37.62789752,126.9157559
서초구,반포동,동물병원,반포자이동물병원,37.50667865,127.0110488
관악구,봉천동,애견미용,방가댕댕,37.48204503,126.9373986
서초구,방배동,애견미용,방배한강동물병원,37.49170943,126.9886098
강동구,성내동,동물병원,방주동물의료센터,37.52245407,127.130761
광진구,중곡동,동물병원,방주종합동물병원,37.55932685,127.078053
도봉구,방학동,동물병원,방학동물병원,37.66909478,127.040311
도봉구,방학동,동물병원,방학동물외과센터,37.66909478,127.040311
동대문구,회기동,애견미용,배불도기,37.58960463,127.0489324
서대문구,홍은동,동물병원,백년동물병원,37.5820454,126.923818
강남구,역삼동,동물병원,백산동물병원,37.50012587,127.0364153
동작구,사당동,애견미용,백살롱,37.49226829,126.9763834
중구,만리동,동물병원,백슬동물병원,37.55436982,126.9628817
송파구,잠실동,애견미용,밸리스 LAB 반려동물 생활연구소,37.50752183,127.0810329
강서구,화곡동,펫호텔,버들강아지,37.54462199,126.8285527
강동구,명일동,애견미용,버디푸(BUDDYPOO),37.5486828,127.1513343
동대문구,장안동,애견미용,버블독,37.56662629,127.0655583
광진구,자양동,애견미용,버블링,37.53070867,127.0844566
성동구,하왕십,애견미용,버블퍼피,37.56083947,127.0268533
강북구,미아동,애견미용,버블펫,37.62409202,127.029366
용산구,이태원,애견미용,베럴라이프(BetterLife),37.5345206,126.9866276
송파구,방이동,동물병원,베를린 동물치과센터,37.51516447,127.11268
성동구,성수동,애견미용,베이글 버트 그루밍,37.54528248,127.042915
용산구,이촌동,동물병원,베이동물병원,37.51933003,126.9721365
광진구,자양동,애견미용,베이비독,37.53342339,127.0659144
강남구,삼성동,애견미용,베이비몽 강남점,37.51270549,127.0459862
영등포구,신길동,애견미용,베이비펫,37.50831454,126.9082426
성동구,하왕십,동물병원,베이지동물병원,37.56611043,127.0247565
구로구,구로동,동물병원,벨라동물병원,37.50057885,126.8817166
양천구,신월동,애견미용,별개,37.52267395,126.8296612
도봉구,쌍문동,동물병원,별난동물병원,37.65859274,127.0374149
은평구,응암동,애견미용,별이&체리,37.58998524,126.91654
용산구,보광동,동물병원,보광동물병원,37.52652218,126.9978682
관악구,봉천동,애견미용,보그펫,37.48813839,126.9567294
강북구,수유동,동물병원,보노보노동물병원,37.63344727,127.0148526
노원구,상계동,애견미용,보니또그,37.65329655,127.0680574
중랑구,면목동,동물병원,보담동물병원,37.58995067,127.0945141
노원구,공릉동,애견미용,보담펫,37.62779702,127.0694102
도봉구,쌍문동,동물병원,보듬동물병원,37.65736806,127.0253483
관악구,봉천동,동물병원,보라매동물병원,37.48956804,126.9254762
동작구,대방동,동물병원,보라매웰종합동물병원,37.49971584,126.9193623
중랑구,면목동,동물병원,보람동물병원,37.57702538,127.0828622
성북구,보문동,애견미용,보미 펫 살롱,37.58648045,127.0163886
서대문구,남가좌,애견미용,보보스퍼피,37.57684488,126.9216695
성북구,정릉동,동물병원,보성통증동물병원,37.61060374,127.0064876
송파구,석촌동,애견미용,복골온천 애견스파,37.50496337,127.0960354
서초구,양재동,애견미용,봄 펫살롱,37.4829082,127.0362046
송파구,문정동,애견미용,봄날냥,37.48488176,127.1230873
양천구,목동,동물병원,봄날동물병원,37.53726688,126.8689781
성북구,종암동,애견미용,봄동살롱,37.59772533,127.0363343
동대문구,회기동,동물병원,봄봄동물병원,37.5903438,127.0511592
송파구,가락동,애견미용,봄빛동물병원,37.49207311,127.1232157
강남구,압구정,동물병원,봄사랑 동물병원,37.531976,127.025673
강남구,압구정,애견미용,봄사랑동물병원,37.531976,127.025673
영등포구,신길동,애견미용,봄을 다듬다,37.50146397,126.9174347
강동구,천호동,애견미용,봄이살롱,37.54486953,127.1282109
강동구,길동,애견미용,봉구의 간식 길동점,37.53719271,127.1394902
강남구,논현동,애견미용,봉브라더스,37.5073496,127.0233721
강북구,미아동,동물병원,봉식동물병원,37.62586001,127.0155878
강북구,수유동,애견미용,봉쥬르 살롱,37.64782984,127.0090794
관악구,봉천동,동물병원,봉천현대동물병원,37.47943326,126.9528
강남구,삼성동,애견미용,부띠끄 몽뚜뚜,37.51446262,127.0400112
노원구,상계동,펫택시,부릉펫,37.65496211,127.0654182
강동구,천호동,애견미용,부시시,37.55029463,127.136994
서대문구,북아현,동물병원,북아현동물병원,37.55754599,126.9553884
종로구,홍지동,동물병원,북악동물병원,37.59888723,126.9573599
은평구,불광동,동물병원,불광동물병원,37.6113213,126.9268915
강남구,역삼동,애견미용,불도저 독 케어 센터,37.50476599,127.0285196
강서구,내발산,애견미용,뷰티 in 독,37.55491934,126.8348252
강남구,논현동,애견미용,뷰티반려문화,37.51593791,127.030413
서초구,방배동,애견미용,브라더 독(Brother Dog),37.48227817,126.9938702
노원구,중계동,동물병원,브라운동물병원,37.63993623,127.0613672
노원구,상계동,동물병원,브이아이피 동물의료센터,37.64782615,127.0594389
서초구,반포동,애견미용,브이케어,37.50479673,127.019468
금천구,독산동,애견미용,블라썸독,37.45823977,126.8912864
은평구,응암동,애견미용,블랑드펫,37.5995008,126.9267296
관악구,신림동,애견미용,블랑카,37.48476114,126.9149445
서초구,서초동,애견미용,블랙스완,37.49213351,127.0262116
강남구,논현동,애견미용,블루밍독,37.50916858,127.0223117
도봉구,창동,애견미용,블루핀동물병원,37.66038121,127.0470298
도봉구,도봉동,펫택시,블리빵빵,37.6791536,127.0320619
강남구,신사동,애견미용,블리스독,37.52829505,127.0342275
마포구,공덕동,애견미용,블링멍,37.5510236,126.9567249
관악구,신림동,애견미용,블링블링하개,37.47601685,126.9126622
관악구,봉천동,동물병원,비바동물병원,37.47978433,126.9400304
송파구,석촌동,애견미용,비비안나더비욘드,37.5034413,127.0957288
광진구,구의동,애견미용,비비앤독,37.5445965,127.0863403
성북구,하월곡,동물병원,비비펫 동물병원,37.60298921,127.039241
성북구,하월곡,애견미용,비비펫동물병원,37.60298921,127.039241
영등포구,여의도,애견미용,비쇼네,37.52497858,126.9224083
서대문구,창천동,애견미용,비쇼네비앤아이 신촌현대점,37.55615726,126.9329937
강남구,청담동,애견미용,비안코이탈리아,37.52562988,127.0444965
강동구,성내동,애견미용,비주독아카데미앤샵,37.53515721,127.1298372
강동구,암사동,펫택시,비케이 인터내셔날,37.54937548,127.1320161
관악구,봉천동,동물병원,비타민동물병원,37.47408,126.9634866
강서구,방화동,펫택시,빈 펫택시,37.56718514,126.807994
강서구,화곡동,애견미용,빈스 앤 멍,37.5340492,126.8439465
동대문구,이문동,펫호텔,빈스독,37.59531714,127.059082
도봉구,도봉동,동물병원,빛가온동물병원,37.67219498,127.043476
송파구,오금동,애견미용,빠리빠리,37.50363981,127.1370383
송파구,잠실동,펫택시,빨리펫,37.50916138,127.0791794
은평구,대조동,애견미용,빵댕이넷,37.61465662,126.918448
금천구,시흥동,애견미용,뽀dog,37.4478044,126.8983441
강동구,성내동,애견미용,뽀그리멍,37.53139947,127.1297402
강서구,등촌동,애견미용,뽀도독,37.54561623,126.8582232
동작구,신대방,애견미용,뽀리&쵸쵸,37.49235121,126.9222707
구로구,항동,애견미용,뽀비앤브라운,37.4809618,126.8179752
관악구,신림동,애견미용,뽀송캣,37.4823281,126.9283108
은평구,갈현동,애견미용,뽀송펫,37.61620024,126.910902
양천구,신정동,애견미용,뽀송하개,37.52524586,126.8479618
강북구,미아동,애견미용,뽀송하개 애견미용,37.62453039,127.0159022
송파구,문정동,애견미용,뽀숑뽀숑,37.48821184,127.1289252
송파구,석촌동,애견미용,뽐나개,37.50214204,127.0980874
도봉구,쌍문동,애견미용,쁘개_The 예쁘게 해줄개,37.65876124,127.0364597
중랑구,면목동,애견미용,쁘띠멍,37.57856606,127.0879824
노원구,상계동,애견미용,쁘띠몽시앙,37.65958829,127.0650079
관악구,봉천동,애견미용,쁜이네 살롱,37.47958313,126.9560105
관악구,봉천동,애견미용,삐삐살롱,37.48619689,126.9493335
노원구,상계동,애견미용,삐삐애견샵,37.67738443,127.0502582
종로구,숭인동,애견미용,"사계절, 몽",37.58097724,127.0130377
동작구,사당동,애견미용,사당동물병원,37.47682887,126.9737635
강북구,수유동,동물병원,사랑동물병원,37.64535909,127.0124422
동대문구,답십리,애견미용,사랑스럽개,37.56741123,127.0549784
중랑구,망우동,애견미용,사랑옵다,37.60161453,127.1002791
강북구,미아동,동물병원,사랑의 동물병원,37.61996942,127.0099026
서초구,양재동,동물병원,사랑의동물병원,37.47483008,127.0392773
강동구,명일동,동물병원,사랑이있는동물병원,37.54926895,127.1446403
도봉구,쌍문동,동물병원,사랑해요동물병원,37.65619055,127.0248282
도봉구,도봉동,애견미용,사랑해줄개,37.67741393,127.0417468
강북구,수유동,애견미용,사브리나 애견샵,37.64460659,127.0076292
강남구,논현동,애견미용,산책,37.51707215,127.0225446
마포구,구수동,동물병원,산책 동물병원,37.54685795,126.9297653
동대문구,답십리,애견미용,산책길(반려동물 미용실),37.56779681,127.0549056
양천구,신정동,동물병원,산책동물병원,37.51542558,126.8567131
양천구,신정동,애견미용,살롱드 꽃개,37.51205605,126.8555198
송파구,문정동,애견미용,살롱드 오픈주,37.47862641,127.1163851
영등포구,양평동,애견미용,살롱드미미즈,37.53945132,126.8914666
은평구,신사동,애견미용,살롱드삐삐,37.59752041,126.9107791
동대문구,장안동,애견미용,살롱드폼,37.57269969,127.07115
도봉구,방학동,펫호텔,삼멍(sammung),37.66260387,127.0381429
강북구,미아동,펫택시,삼미리 펫 모범택시,37.6204864,127.0201488
마포구,상수동,동물병원,삼색이동물병원,37.54662358,126.9225979
강북구,미아동,동물병원,삼성동물병원,37.61394228,127.0178363
도봉구,쌍문동,동물병원,삼성동물종합병원,37.65022905,127.0323996
강북구,미아동,애견미용,삼양 동물병원,37.62085995,127.0181821
강북구,미아동,동물병원,삼양동물병원,37.62085995,127.0181821
동작구,상도동,동물병원,상도힐링동물병원,37.49728766,126.9503075
양천구,신정동,동물병원,상아동물병원,37.52466217,126.8615091
마포구,상암동,동물병원,상암동물병원,37.57604341,126.8917695
은평구,대조동,동물병원,새은평동물의료센터,37.60759106,126.9192958
구로구,신도림,애견미용,샤워앤독,37.50700505,126.8836076
강남구,역삼동,애견미용,샤워하는 강아지,37.50573475,127.032833
송파구,송파동,동물병원,샤인동물메디컬센터,37.50685018,127.1032729
관악구,봉천동,애견미용,샴푸하는강아지,37.49116337,126.9244763
서초구,방배동,애견미용,샵 세린파크,37.48728297,126.9863779
강남구,일원동,동물병원,서경석동물병원,37.49208951,127.0805297
마포구,망원동,동물병원,서교동물병원,37.5565815,126.9016582
동작구,신대방,애견미용,서누쌤,37.48799367,126.9088083
서초구,반포동,동물병원,서래동물병원,37.49835727,126.9956344
강서구,염창동,펫호텔,서서울 동물병원,37.55133233,126.868193
강서구,염창동,동물병원,서서울동물병원,37.55133233,126.868193
양천구,신월동,동물병원,서서울호수동물병원,37.53029215,126.8295293
강서구,가양동,애견미용,서울강서지역자활센터,37.56355296,126.8517098
관악구,봉천동,펫호텔,서울개입구,37.48245231,126.9509784
송파구,삼전동,애견미용,서울고양이미용실,37.50292722,127.0850531
관악구,신림동,동물병원,서울대학교 수의과대학 동물병원,37.46819793,126.9488736
광진구,중곡동,동물병원,서울동물병원,37.55455294,127.0841859
마포구,상암동,동물병원,서울동물복지지원센터 동물병원,37.57563776,126.8871518
구로구,구로동,동물병원,서울동물복지지원센터 동물병원(구로),37.49793053,126.8681233
강남구,역삼동,동물병원,서울동물심장병원,37.5066966,127.0379763
중구,을지로,동물병원,서울동물영상종양센터,37.5658843,127.0004557
강남구,대치동,동물병원,서울동물의료센터,37.50127423,127.0507524
송파구,송파동,동물병원,서울송파 동물병원,37.50408277,127.1109833
성동구,성수동,애견미용,서울숲 dogs,37.54514546,127.0424196
성동구,성수동,애견미용,서울숲 동물병원,37.53909773,127.0503389
성동구,성수동,동물병원,서울숲동물병원,37.53909773,127.0503389
광진구,능동,동물병원,서울어린이대공원동물병원,37.54958915,127.078684
